Species;Strategy;Population;Year;Pollinarium_removal;Fruit_set;Height;N_Flowers;N_Fruits;Fruit_fail;Pollinia_missing;Pollinia_not_removed;Labellum_lenght;Labellum_width;Petal_lenght;Petal_width;Inbreeding_Fruit_set;Inbreeding_Seed_viability;Inbreeding_Cumulative;Pollen_limitation
O. balearica;Sexual;Font de sa Cala;2018;1;0.5;15;2;1;1;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;0.5;14;2;1;1;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;0.667;28;3;2;1;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;0.667;16.5;3;2;1;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;0.667;15;3;2;1;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;0.667;12;3;2;1;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;0.75;23;4;3;1;8;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;1;0.8;31.5;5;4;1;10;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;1;1;35.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;34;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;1;1;23.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;22.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;21;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;1;1;20;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;19.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;1;1;17;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;17;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;16;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;16;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;15.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;15.5;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;15;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;1;1;14.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;14.5;4;4;0;8;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;13;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;13;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;11.5;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;10;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;9.5;3;3;0;6;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;1;1;9;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;1;1;8;2;2;0;4;0;13;9;7.5;3.75;0.04;0.37;0.56;0.71
S. lingua;Shelter+Sexual;Caubet;2021;0;0;33;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;33;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;32;5;0;5;0;10;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;30;5;0;5;0;10;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;30;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;29.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;29;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;28;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;28;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;27.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;27;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;26.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;26.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;26.2;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;26;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;26;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;25.6;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;25.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;25;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;24.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;24.5;5;0;5;0;10;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;24.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;24.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;24.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;24;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;24;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;24;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;23.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;23.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;23.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;23.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;23.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;23.1;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;23;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;23;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;23;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;23;5;0;5;0;10;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;22.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;22.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;22.5;8;0;8;0;16;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;22;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;22;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;22;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;22;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;21.6;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;21.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;21.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;21.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;21;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;20.7;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;20.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;20.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;20.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;20.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;20.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;20.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;20.3;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;20.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;20.2;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;20;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;20;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;20;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;19.8;6;0;6;0;12;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;19.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;19.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;19.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;19.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;19.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;19.4;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;19.3;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;19.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;19;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;19;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;19;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;19;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;19;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;18.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;18.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;18.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;18.4;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;18.4;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;18.3;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;18.1;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;18;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;18;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;18;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;18;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;18;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;18;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;17.7;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;17.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;17.5;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0;0;17.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;17.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;17.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;17;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;17;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;17;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;16.7;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;16.6;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;16.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;16.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;16.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;16.2;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;16;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;16;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;16;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;16;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;16;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;16;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;16;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;15.7;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;15.6;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.6;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;15.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;15.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;15.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;15.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15.4;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15.3;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.1;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15.1;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;15;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;15;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;15;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;15;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;15;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;15;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;14.8;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;14.7;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;14.7;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;14.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;14.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;14.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;14.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;14.4;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;14.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;14;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;14;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;14;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;14;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;14;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;13.9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;13.9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;13.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;13.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
